quantile,coef_temp,coef_temp_squared,optimal_temp
0.1,-3725.918900725874,93.1073085769499,20.008734854829004
0.25,-17003.143698832868,180.8229358697297,47.01600385219508
0.5,-46433.233221192946,552.1934398039235,42.044354273459646
0.75,-87509.85549655007,747.8501383642554,58.507614699354804
0.9,-44912.01490443952,418.4689633854011,53.662300951906566
