energy_region,elasticity,r_squared,p_value
FPL,1.210853060030212,0.8298441056711459,1.2285852599615996e-265
SRP,1.2087084819098397,0.8923522504193848,1.4150177715455062e-54
NYIS,1.0457091524661126,0.716637568498787,0
CISO,0.9615558916429211,0.4893299199356699,0
ERCO,0.9092720593386214,0.7519891344871577,0
MISO,0.7820204698904245,0.6703803389370426,0
WACM,0.7147711636491234,0.8303650970903579,3.141416701211961e-30
BPAT,0.45645567961468353,0.4341185614742163,1.0029147710106798e-58
